Verse Number,Verse Text,
28,"Bulelela, ndi nnuambilamu ne: bamue batudi nabu apa, kabakufua kabayi bamona Muana wa muntu ufika mu Bukalenga buende.",
1,"Matuku asambombu mamane kupita, Yezu kuangata Petro, Yakobe ne Yowanane, muanabu ne Yakobe, kuya nabu ku mukuna mutumbuke. Kuine aku bavua amu nkayabu.",
2,"Yezu kuandamuka mpala, balongi bende bamone. Mpala wende kukenka bu diba. Bilamba biende kutoka too.",
3,"Diakamue balongi kumona Moshe ne Eliya, bayukila ne Yezu. ",
4,"Ke Petro kuambila Yezu ne: Mfumu, ndisanka kaayi dia kuikala muaba ewu! Bu wewe musue, nengase apa ntenta isatu, umue webe, wa Moshe umue, ne munga wa Eliya.",
5,"Patshivua Petro wakula, divuba dikenka kubabuikila. Diyi kumvuika mu divuba ne: Ewu ke Muananyi menemene, undi munange. Yeye udi unsankisha bikole. Numuteleje.",
6,"Balongi bumvue nanku, kudielabu mpala panshi. Bowa kubakuata bikole.",
7,"Ke Yezu kusemena kudibu, kubalenga, wamba ne: Jukayi! Kanutshinyi!",
8,"Balongi babanduluka, kabatua bamona muntu mukuabu, kadi anu Yezu nkayende.",
9,"Patuabu bapueka ku mukuna, Yezu kubakandika ne: Kanuambidi muntu malu anudi bamone aa, too ne pabika Muana wa muntu ku bafue.",
10,"Pashishe balongi kukonka Yezu ne: Balongeshi ba mikenji badi balongesha ne: Eliya udi ne bua kudianza kufika, bua tshinyi?",
11,"Yezu kuandamuna ne: Bulelela, Eliya udi ne bua kufika bua kuakaja bionsu.",
12,"Kadi ndi nnujadikila ne: Eliya ukadi mumane kufika. Bantu kabatua bamujingulula, kadi batua bamuenzela muvuabu basue. Ke muakengeshabu kabidi Muana wa muntu.",
13,Balongi kumanya ne: udi utuambila bua Yowanane-Batiste.,
14,"Bamane kufika pabuipi ne bantu, ke muntu kusemena kudi Yezu, kumufuila binu panshi,",
15,"wamba ne: Mfumu, umtuileku muananyi wa balume luse. Udi ne disama dia tshiseke, ukenga bikole. Misangu mitule udi upaluka, udishinda mu kapia, nansha mu mayi. ",
16,Mvua mumufikishe kudi balongi bebe. Kadi kabatua ne bukole bua kujikija disama diende.,
17,"Yezu kuandamuna ne: Nuenu nudi bantu babi, badi kabayi bitaba Mvidi Mukulu! Nenshale nenu kabidi matuku bungi munyi? Nengikale amu ndengulula malu enu too ne ku diba kaayi? Semenayi ne muana kundi apa.",
18,Ke Yezu kukanyina mukishi mubi. Kupatukawu munda mua muana. Disama dia muana kujika amu pa diba adi.,
19,"Nanku balongi kusemena kudi Yezu pa nkayabu, bamukonka ne: Tuetu tuvua bapange kupatula mukishi mubi ewu bua tshinyi?",
20,"Ke Yezu kubandamuna ne: Bualu ditaba dienu kadiena dikumbane to. Ndi nnujadikila bulelela ne: bu nuenu ne ditaba bunene bua lutete lua mutshi wa lusanga, malu onsu adi anuteketela. Diba adi, nenutumine mukuna ewu diyi ne: “Umuke apa, uye papa,” mukuna kuya! [",
21,"Kadi mukishi mubi wa mushindu ewu, badi baupatula anu ku ditendelela, ne ku dijila dia biakudia.",
22,Dituku dikuabu balongi kusangila bonsu pamue mu Ngalileya. Yezu kubambila ne: Bantu nebakuatshishe Muana wa muntu.,
23,Nebamushipe. Kadi dituku disatu neabike ku bafue.,
24,"Yezu ne balongi bende bafike mu Kefamawume, balambuishi ba tshitadi tshia nzubu wa Mvidi Mukulu kusemena kudi Petro, bamukonka ne: Mulongeshi wenu kena ulambula tshitadi tshia nzubu wa Mvidi Mukulu anyi?",
25,"Ke Petro kubandamuna ne: Eyowa, utu utshilambula. Kadi pavua Petro ubuela mu nzubu, ke Yezu kudianza kumukonka ne: Simone, udi wela meji munyi? Panuapa, badi ne bua kuteta bakalenga ba matunga bitadi ne milambu mbanganyi? Bena diku diabu anyi, peshi mbantu bakuabu?",
26,Petro kuandamuna ne: Bantu bakuabu ke badi bateta. Ke Yezu ne: Nanku bena diabu kabena bateta nansha.,
27,"Kadi bua katubafikishi munda, uye mu dijiba, ela ndobu. Mushipa uwadianza kukuata, uubulula mukana. Neusanganemu makuta. Uangate, uye kuteta tshitadi tshiebe, ne tshianyi.",
1,"Diba adi balongi kusemena kudi Yezu, bamukonka ne: Udi mupite bakuabu mu Bukalenga bua mu diulu nnganyi?",
2,"Yezu kubikila muana, kumuimanyika munkatshi muabu,",
3,"wamba ne: Ndi nnujadikila ne: nuenu kanuyi bandamuke, badienze bu bana, kanuakubuela mu Bukalenga bua mu diulu to.",
4,"Udi mupite bakuabu mu Bukalenga bua mu diulu ngudi udipuekesha, udienza bu muana ewu.",
5,"Muntu udi wakidila muana bu ewu mu dina dianyi, udi ungakidila meme.",
6,"— Yonsu udi wenzeja umue wa ku bana aba badi bangitaba bualu bubi, mbimpe bamusuike dibue dinene dia tshipelelu mu nshingu, bamuele muinshi mua mayi manene.",
7,"Diakabi didi panu, bualu bantu badi bafikisha bakuabu ku bubi. Malu a nanku neenzeke amu kuenzeka. Kadi diakabi ndia muntu udi wenzeja bantu bualu bubi nanku!",
8,"Pikala tshianza tshiebe, nansha dikasa diebe, bikuenzeja bubi, ubikose, ubimanshe mutantshi mule. Mbipite buimpe ubuele mu muoyi ne tshianza tshimue, nansha ne dikasa dimue, pa mutu pa wewe kuikala ne bianza bibidi, kabidi ne makasa abidi, bakuele mu kapia ka kashidi.",
9,"Pikala disu diebe dikuenzeja bubi, uditonkone, udimanshe mutantshi mule. Mbipite buimpe ubuele mu muoyi ne disu dimue, pa mutu pa wewe kuikala ne mesu abidi, bakuele mu tshikutu tshia kapia.",
10,"— Kanupepeji nansha umue wa ku badi bu bana. Ndi nnujadikila ne; batumibue ba Mvidi Mukulu, badi balama bana aba, badi mu diulu, bamonangana diba dionsu ne Tatu wanyi udi mu diulu. [",
11,Bualu Muana wa muntu mmuvue kusungidila bavua bajimine.],
12,"Nudi nuamba penu bishi? Padi muntu ne mikoku lukama, umue mujimina, kena ushiya mikuabu makumi tshitema ne tshitema pa mukuna, uya kukeba udi mujimina anyi?",
13,"Ndi nnujadikila ne: padiye uupeta, udi usankidila mukoku ewu bipite disanka didiye nadi bua mikoku makumi tshitema ne tshitema ivua kayiyi mijimine.",
14,Ke mudi Tatuenu wa mu diulu kayi musue ne: umue wa ku badi bu bana aba ajimine.,
15,"— Padi muanenu mukuenzele bibi, uye kumonangana nende bua kumuleja bubi buende. Kadi nuikale nende amu babidi. Pikalaye mukuteleje, wewe ke udi mumupingaje munkatshi muenu. ",
16,"Kadi pikalaye kayi mukuteleje, nupingane kudiye ne muntu umue nansha babidi, bua “Bualu buonsu babujadike kudi bantu babidi nansha basatu, ” mudi Mukanda wa tshijila wamba.",
17,"Kadi padiye kayi musue kuteleja bantu abu, muanyishe Tshisumbu tshia bena ditaba tshilumbu atshi. Padiye kayi musue kuteleja Tshisumbu tshia bena ditaba, umutangile bu muntu udi kayi witaba Mvidi Mukulu, nansha bu mulambuishi wa bitadi.",
18,"— Ndi nnujadikila ne: bionsu binudi nukandika pa buloba, nebabikandike ne mu diulu; bionsu binudi nuanyisha bua babienze pa buloba, nebabanyishe ne mu diulu.",
19,"Ndi nnujadikila kabidi ne: padi babidi ba kunudi pa buloba bumvuangane bua kulomba tshintu mu ditendelela, Tatu wanyi udi mu diulu neabapetshi.",
20,"Bualu, muaba udi bantu babidi nansha basatu badisangisha mu dina dianyi, meme ndi munkatshi muabu.",
21,"Ke Petro kusemena kudi Yezu, umukonka ne: Mfumu, padi muanetu ungenzela amu bibi, ndi mua kumumvuila luse misangu bungi munyi? Yakumbana too ne ku misangu muanda mutekete anyi?",
22,Yezu kumuandamuna ne: To. Tshiena nkuambila ne: ikumbane too ne ku misangu muanda mutekete nansha. Kadi ifike too ne ku misangu makumi muanda mutekete misangu muanda mutekete,
23,Bualu Bukalenga bua mu diulu budi mushindu ewu: Mukalenga wa ditunga uvua mushindike mua kubadika bintu biende bivua kudi bena mudimu bende.,
24,"Amu yeye utuadija kubadika, kufikabu ne muntu uvua ne dibanza dipite bunene.",
25,"Muntu ewu kavua ne kantu ka kuhita dibanza edi. Nanku mukalenga wende kutuma diyi bua bamupane bu mupika, bapane kabidi mukajende, bana bende, ne bionsu bivuaye nabi bua kuhita dibanza diende.",
26,"Kadi muena mudimu awu kutua binu kumpala kua mukalenga wende, umusengelela ne: “Tukija, nenkufute bionsu!”",C616B614C605
27,Mukalenga kumvuila muena mudimu awu luse. Kuanyishaye bua aye. Kumulekelaye ne dibanza mene.,
28,"Muena mudimu awu upatuka mu nzubu, kumonanganaye ne umue wa ku bena mudimu nende, uvua ne dibanza diende dikese. Kumukuataye mu nshingu, tunubela muminu, wamba ne: “Futa dibanza dianyi diudi nadi!”",
29,"Muena mudimu nende kutua binu panshi ku makasa ende, umusengelela ne: “Tukija, nenkufute!”",
30,"Kadi awu kavua musue to. Kumueleshaye mu nzubu wa lukanu, too ne pafutaye dibanza diende.",
31,"Bena mudimu nende bamona bionsu abi, kubungamabu bikole, kuyabu kulondela mukalenga wabu bivua bienzeka.",
32,"Nanku mukalenga kubikidisha muena mudimu awu, umuambila ne: “Wewe udi muena mudimu wa lonji. Meme kukulekela dibanza diebe dionsu, bua pauvua munsengelele.",
33,"Nanku wewe kabidi uvua mua kumvuila mukuebe luse, bu mumvua meme mukumvuile.”",
34,"Mukalenga kufika munda bikole, kufila muena mudimu awu kudi bena tshinyangu, bua banukengeshe too ne pafutaye dibanza adi dionsu.",
35,"Yezu kushikila apa, kuamba ne: Ke mudi Tatuanyi udi mu diulu mua kunuenzela, panudi kanuyi nulekelangana bilema ne muoyi wenu mujima.",
1,"Yezu mumane kuamba malu onsu aa, kumukaye mu Ngalileya, bua kuya mu buloba bua Yudeya, dia muamua dia musulu wa Yardene.",
2,Bantu bavule bavua bamulonda kuine aku. Yezu uvua ujikijamu babeedi masama.,
3,"Baparushe bakuabu kusemena kuvua Yezu bua kumuteta. Kumukonkabu ne: Bilondeshile mikenji yetu, mulume udi mua kuipata mukajende pa bualu buonsu anyi?",
4,"Yezu kuandamuna ne:  Kanuena babale tshidi mukanda wa Mvidi Mukulu ulongesha anyi? Badi bafundamu ne: “Ku tshibangidilu, Mufuki wakabenza ewu mulume, ewu mukaji.”",
5,"Pashishe Mufuki kuamba ne: “Ke mudi mulume ushiya tatuende ne mamuende, bua balamatangane ne mukajende. Nanku bonsu babidi nebenze muntu umue.""",
6,"Kabatshiena babidi, kadi badi muntu umue. Nanku muntu kapanduludi tshidi Mvidi Mukulu musange.",
7,"Baparushe kumukonka ne: Kadi Moshe uvua muele mukenji, bua mulume apeshe mukajende mukanda wa dishipa dia dibaka, padiye musue kulekelangana nende, bua tshinyi?",
8,"Yezu kuandamuna ne: Moshe uvua muanyishe bua nuenu kubenga bakaji benu, bualu nudi ne muoyi mupape. Kadi ku tshibangidilu kabivua nanku to.",
9,"Ndi nnujadikila ne: muntu yonsu udi ubenga mukajende, usela mukuabu, udi muena tshiendenda (Katuena tuamba bua bantu badi bangatangana mu buendenda).",
10,"Balongi bende kumuambila ne: Padi bualu bua mulume ne mukaji buikale nanku, ki mbimpe kusela to.",
11,"Yezu kubandamuna ne: Bantu bonsu kabena mua kuanyisha dilongesha edi to, kadi amu badi Mvidi Mukulu mupeshe lungenyi lua kudiumvua.",
12,"Kudi malu mashilangane adi apangisha bantu bua baselangane. Bamue bantu kabena mudi balume, katshia babalela kudi bamamuabu. Bakuabu mbabenze nanku kudi bantu. Banga kabena basela ku budisuile buabu, bualu bua Bukalenga bua mu diulu. Udi mua kumvua dilongesha edi, wasangana kudiumvua anyiee? (Umvuee!)",
13,"Bantu kuya ne bana kudi Yezu, bua abatenteke bianza, abalombele kudi Mvidi Mukulu. Kadi balongi ba Yezu kutandisha bantu abu.",
14,Yezu kuamba ne: Lekelayi bana bavue kundi. Kanubakandiki to. Bualu Bukalenga bua mu diulu mbua badi bu bana.,
15,Kubatentekaye bianza. Pashishe kumukaye muaba awu.,
16,"Muntu kampande uvua muye kudi Yezu, umukonka ne: Mulongeshi, bua meme kupeta muoyi wa kashidi, ndi ne bua kuenza bualu buimpe kaayi?",
17,"Yezu kumuebeja ne:  Udi unkonka bua kumanya bualu budi buimpe bua tshinyi? Udi muimpe udi amu umue. Pawikala musue kupeta muoyi kudiye, itaba ku mikenji yende.",
18,Muntu awu kukonka ne: Ngitabe ku mikenji kaayi? Yezu kuandamuna ne: Kushipi muntu. Kubueledi mukaji wa bende mu nzubu. Kuibi. Kushiminyinyi muntu bualu. ,
19,Nemeka tatuebe ne mamuebe. Nanga mukuebe muudi mudinange wewe mene.,
20,Nsongalume kumuandamuna ne: Ndi mukumbaje mikenji yonsu ayi. Tshindi ne bua kuenza kabidi ntshinyi?,
21,"Yezu kumuandamuna ne: Paudi musue kuikala muakane tshishiki, uye kupana bionsu biudi nabi, wambike bapele makuta abi. Nanku newikale ne biuma mu diulu. Pashishe ufike bua kundonda.",
22,"Kadi nsongalume umvua nanku, kuyaye mubungame bikole, bualu uvua ne mpetu ya bungi.",
23,Pashishe Yezu kuambila balongi bende ne: Ndi nnujadikila bulelela ne: bidi bikole bua muena biuma kubuela mu Bukalenga bua mu diulu.,
24,"Ndi nnujadikila kabidi ne: bu mudibi bikole bua nyama wa kamelu kubuela mu disu dia kashingi, ke mudibi bikole bipite bua muena mpetu kubuelaye mu Bukalenga bua Mvidi Mukulu.",
25,"Balongi bumvua miaku eyi, kukemabu bikole, bakonka ne: Nanku udibu mua kusungila nnganyi?",
26,"Yezu ubatangila, kubambilaye ne: Ebi bidi bikolela bantu. Kadi bionsu bidi biteketela Mvidi Mukulu.",
27,"Ke Petro kuebeja Yezu ne: Mona, tuetu tudi bashiye bionsu bua kukulonda. Kadi tshituapeta ntshinyi?",
28,"Yezu kubambila ne:  Ndi nnujadikila bulelela ne: pasomba Muana wa muntu mu nkuasa wende wa lumu mu buloba bupiabupia, nuenu bavua bandonde, nenusombe penu mu nkuasa dikumi ne ibidi, bua kulumbuluisha bisamba dikumi ne bibidi bia bena Izrayele.",
29,"Kabidi muntu yonsu udi ushiya mu dina dianyi nzubu yende, bana babu ba balume ne ba bakaji, tatuende, mamuende, bana badiye mulele, nansha madimi ende, neapete bipite misangu lukama. Neapete kabidi muoyi wa kashidi.",
30,"Kadi ba bungi badi mpindiewu ba kumpala, nebikale ba ndekelu. Ba bungi badi mpindiewu ba ndekelu, nebikale ba kumpala.",
1,"— Umvuayi: Bukalenga bua mu diulu mbufuanangane ne muena budimi uvua mumuke kuende ne dinda dionsu, bua kuangata bantu ku mudimu, bua badime budimi buende bua nwinyo.",
2,"Uvua mumvuangane nabu bua kubateta difutu divua muena mudimu ne bua kupeta, lukanu lumue lua tshiamu tshitoke tshia mushinga mukole ku dituku. Ke kubatumaye bua badime budimi buende bua nwinyo.",
3,"Kupatukaye kabidi mu njila diba dia tshitema. Kumonaye bantu bakuabu bimane mu tshisalu, kabayi ne mudimu wa kuenza.",
4,Kubambilaye ne: “Nuenu kabidi nuye kukuata mudimu mu budimi buanyi bua nwinyo. Nennutete difutu dikumbane.”,
5,"Ke kuyabu. Muena budimi kupatuka kabidi munda munya, pashishe ku diba isatu wa dilolu, kuenzaye anu momumue.",
6,"Kupatukaye kabidi ku diba itanu wa dilolu, kusanganaye bantu bakuabu bimane mu tshisalu. Kubakonkaye ne: “Dituku dijima nudi amu muaba ewu, kanuyi nukuata mudimu bua tshinyi?”",
7,Bobu kumuandamuna ne: “Bualu muntu ki mmutuangate ku mudimu to.” Ke yeye kubambila ne: “Nanku nuenu kabidi nuye kukuata mudimu mu budimi buanyi bua nwinyo.”,
8,"Dilolu dikumbana, muena budimi bua nwinyo kuambila mfumu wa bena mudimu ne: “Ubikile bena mudimu, ubafute difutu diabu. Utuadije ne bantu ba ndekelu bamvua muangate ku mudimu. Neujikije ne bantu bamvua muangate kumpala.”",
9,"Nanku bavua batuadije mudimu pa diba itanu wa dilolu, kufikabu. Muntu yonsu kuangata lukanu lumue.",
10,"Pavua, bavuabu bangate ku mudimu kumpala, bafike, bavua bela meji ne: netupete bipite bia bakuabu. Kadi bavua bapete pabu muntu yonsu lukanu lumue.",
11,"Kadi, bamane kupeta difutu diabu, kutontololabu bivua muena budimi bua nwinyo muenze,",
12,"bamuambila ne: “Udi mutete bena mudimu, bauvua muangate ku mudimu ku ndekelu, difutu dia momumue ne dietu. Kadi bobu bavua bakuate mudimu amu diba dimue. Tuetu tuvua bakuate mudimu mu munya mukole dituku dijima!”",
13,"Kadi muena budimi kuandamuna umue wa kudibu ne: “Mulunda wanyi, tshiena mudie kantu kebe to. Kuvua muitabe bua kukuata mudimu, kupeta lukanu lumue ku dituku anyi?",
14,"Nanku, angata difutu diebe, umbuka. Ndi musue kufuta muntu umvua muangate ku mudimu ku ndekelu difutu dia momumue ne diebe.",
15,"Tshiena mua kuenza mundi musue ne nkanu yanyi anyi? Udi umvua lubabu, bualu ndi ne muoyi muimpe anyi?”",
16,Ke Yezu kuamba kabidi ne: nanku ba ndekelu nebikale ba kumpala; ba kumpala nebikale ba ndekelu.,
17,"Yezu uvua ubanda ku Yerushalayime. Uvua amu ne balongi bende dikumi ne babidi. Pavuabu baya nkayabu mu njila, uvua ubambila ne:",
18,"— Telejayi. Tudi tubanda ku Yerushalayime. Muana wa muntu nebamufile mu bianza bia bamfumu ba batuangaji, ne bia balongeshi ba mikenji. Nebamufundile tshibawu tshia lufu.",
19,"Nebamufile mu bianza bia benyi. Bantu abu nebamuseke, nebamufute mikaba, nebamupopele pa mutshi mutshiamakane. Kadi papita matuku asatu, neabike ku lufu.",
20,"Ke mukaji wa Zebede kusemena ne bana bende kudi Yezu. Kudielaye panshi, bu muntu udi musue kulomba tshintu.",
21,"Ke Yezu kumukonka ne: Tshiudi ujinga ntshinyi? Mamu awu kumulomba ne: Pawatuadija bukalenga buebe, anyisha bua bana banyi ba balume aba basombe ewu ku diebe dia balume, munga ku diebe dia bakaji.",
22,"Yezu kuandamuna ne:  Kanuena bajingulule tshinudi nulomba nansha. Dikopu dia dikenga dinganua, nudi mua kudinua anyi? Bobu kumuandamuna ne: Tudi mua kudinua.",
23,"Ke Yezu kubambila ne:  Bushuwa, nenunue dikopu dianyi. Kadi meme tshiena mua kujadika udi mua kusomba ku dianyi dia balume, nansha ku dianyi dia bakaji. Nebasombemu kudi bantu badi Tatu mulongoluele miaba eyi.",
24,"Balongi bakuabu dikumi bumvua bualu abu, kufikilabu balongi babidi aba bena muntu munda.",
25,"Ke Yezu kubabikila bonsu, wamba ne: Nudi bamanye ne: bamfumu ba bisamba bikuabu badi batumina bantu babu diyi dia bumfumu. Bantu banene kabidi badi baleja bantu mudibu bamfumu.",
26,"Kadi munkatshi muenu kabiena mua kuenzeka nanku to. Wa kunudi udi musue kuikala ne muanzu, ikala muena mudimu wenu.",
27,"Wa kunudi udi musue kuikala ku mutu kua bonsu, ikala mupika wenu.",
28,"Nanku Muana wa muntu kena mufike bua bamuenzele mudimu, kadi amu bua kukuatshila bantu bakuabu mudimu, ne bua kufila muoyi wende bua kupikula bantu ba bungi.",
29,"Yezu umuka ne balongi bende mu Yeriko, bantu ba bungi kubatonda.",
30,"Mpofu ibidi ivua misombe ku muelelu wa njila. Pumvuyi ne: Yezu udi upita, kuelayi mbila ne: Mfumu, Muana wa Davide, utumvuile luse!",
31,"Bantu kukanyina mpofu ayi bua ipuwe. Kadi ivua amu yela mbila mikole mipite ne:  Mfumu, Muana wa Davide, utumvuile luse!",
32,"Ke Yezu kuimana, kuyibikila, kuyikonka ne: Nudi basue, nnuenzele tshinyi?",
33,"Mpofu kuandamuna ne: Mfumu, mesu etu atabale!",
34,"Yezu kuyumvuila luse, kulenga mesu ayi. Bantu babidi aba kutabala diakamue, kutonda Yezu.",
1,"Yezu ne balongi bende basemena mu Yerushalayime, kufikabu pabuipi ne musoku wa Betfaje, ku mukuna wa Olive. Yezu kutuma balongi bende babidi,",
2,"kubambila ne: Nuye mu musoku ewu udi kumpala kuenu. Nenusanganemu diakamue mpunde mukaji musuika pamue ne muanende. Nuyisulule, nuvue nayi kundi.",
3,"Pikalabu bamba bualu, nuandamune ne: “Mfumu udi nayi dijinga.” Nebanyishe musangu umue bua nuenu kuya nayi.",
4,Ebi bivua bienzeka bua kukumbaja miaku ya muambi ya ne:,
5,"“Ambilayi bena mu Siyone ne: Ke mukalenga wenu awu udi ufika kunudi. Udi mudipuekeshe bikole, mubande pa nyama wa mpunde mukaji, ne pa muana wa nyama wa mpunde.”",
6,Nanku balongi kuya. Kuenzabu bivua Yezu mubambile.,
7,Kufikabu ne nyama wa mpunde mukaji ne muanende. Kutekabu bilamba biabu pa nyama ayi. Yezu kubandapu.,
8,"Bantu bavule kuadija bilamba biabu panshi mu njila. Bakuabu bavua bakosa mabeji a mitshi, baela mu njila.",
9,"Bavua benda kumpala kua Yezu, ne bavua bamulonda mu nyima, bonsu kuela mbila ne: “Lumu tuikale kudi Muana wa Davide! Udi uvua mu dina dia Maweja-Nangila, Mvidi Mukulu amuele lupemba! Lumu bikale kudi Mvidi Mukulu mu diulu!",
10,"Pavua Yezu mubuele mu Yerushalayime, bantu bonsu bavua bapampakana, bakonkangana ne: Ewu nnganyi?",
11,"Bantu bakuabu bavua bandamuna ne: Yezu, muambi, muena Nazarete wa mu Ngalileya.",
12,"Yezu kubuela mu nzubu wa Mvidi Mukulu. Kuipataye mu nzubu amu bantu bonsu bavua basumbisha bintu, ne bavua babisumba. Kutonkolaye mesa a bashintudi ba makuta, ne nkuasa ya basumbishi ba nyunyi ya nkudimba.",
13,Pashishe kubambilaye ne:  Mikanda ya tshijila idi yamba ne: “Nebi-nyike nzubu wanyi ne: ngwa ditendelela.”Kadi nuenu nukadi bamuandamune muaba wa buivi!,
14,Bampofu ne batebuki kusemena kuvua Yezu mu nzubu wa Mvidi Mukulu. Kujikijaye masama abu.,
15,"Bamfumu ba batuangaji, ne balongeshi ba mikenji, kufika munda pa kumona malu a dikema avua Yezu wenza, ne bana bavua bela mbila mu nzubu wa Mvidi Mukulu ne: “Lumu tuikale kudi Muana wa Davide!”",
16,"Kukonkabu Yezu ne: Udi mumvue mudibu bamba anyi? Yezu kubandamuna ne: Eyowa. Kadi kanuena babale Mukanda wa tshijila anyi? Badi bafundamu ne: “Uvua muenze bua bana batekete mene, nansha batshidi bamua mabele, bakutumbishe.”",
17,"Pashishe kubashiyaye, kupatuka mu tshimenga, kuya mu Betanya. Kulalaye muaba awu.",
18,"Butshia dinda, pavua Yezu upingana mu tshimenga, kumvuaye nzala.",
19,"Kumonaye mutshi wa mfiku ku muelelu wa njila. Kuyaye pabuipi nawu, kusangana anu mabeji. Ke kutshipaye mutshi awu ne: Wewe kuakukuama kabidi bimuma kashidi! Diakamue mutshi kuumawu.",
20,"Balongi bamona nanku, kukemabu. Kuebejabu Yezu ne: Mutshi wa mfiku ewu mmuume anu lukasa nanku bua tshinyi?",
21,"Yezu kubandamuna ne: Ndi nnujadikila bulelela ne: nuenu bikale ne ditaba, kanuyi nuela mpata, kanuakuenza anu tshindi muenzele mutshi wa mfiku ewu nansha. Kadi diba adi nenuambile mukuna ewu ne: “Umuke paudi apu, uye kudiela mu mayi manene,” mukuna neuye.",
22,"Bu nuenu nuitaba, nenupete bionsu binudi nulomba mu ditendelela.",
23,"Yezu kubuela mu nzubu wa Mvidi Mukulu. Pavuaye mutuadije kulongesha, bamfumu ba batuangaji, ne bakulu ba bena Yuda, kusemena kudiye, bamukonka ne: Malu audi wenza aa, udi muenze ne bumfumu kaayi? Udi mukupeshe bumfumu ebu nnganyi?",
24,"Yezu kubandamuna ne: Meme kabidi ndi musue kunuela lukonku amu lumue. Nuenu bangandamune, nanku nennuambile bumfumu bundi ngenza nabu bionsu ebi.",
25,"Yowanane, udi mumutume bua kutua bantu mu mayi, Mvidi Mukulu anyi mbantu? Kadi kuelanganabu meji munkatshi muabu nkayabu ne: Tuetu bandamune ne: “mMvidi Mukulu nguvua mumutume,” neatuebeje ne: “Kadi kanuena bitabe Yowanane bua tshinyi?” ",
26,"Tuetu bambe ne: “Bantu ke bavua bantumine,” tudi ne bua kutshina bantu. Bitalu bonsu badi anu bitabe ne: Yowanane mmuambi!",
27,Ke kuandamunabu Yezu ne:  Katuena bamanye to. Nanku Yezu kubandamuna kabidi ne: Meme panyi tshiena nnuambila bumfumu bundi ngenza nabu bionsu ebi.,
28,"Yezu kubakonka kabidi ne: Bua lusumuinu elu, nudi nuamba penu bishi? Muntu uvua ne bana ba balume babidi. Kuambilaye wa kumpala ne: “Muananyi, lelu uye kuenza mudimu mu budimi buanyi bua nwinyo.”",
29,"Muana kubenga ne: “Tshiena musue to.” Kadi pashishe kunyingalalaye bua miaku yende ayi, kuyaye mu budimi.",
30,"Ke tatu awu kulomba kabidi muana muibidi, bua aye ku budimi. Muana kuitaba lukasa ne: “Eyowa, mfumu.” Kadi nanshaye kuya to.",
31,"Ku bana babidi aba, udi muenze tshivua tatuende musue nnganyi? Kumuandamunabu ne: Anu muana wa kumpala.Nanku Yezu kubambila ne: Ndi nnujadikila bulelela ne: balambuishi ba bitadi, ne bakaji bena buendenda, nebanudianjidile mu Bukalenga bua Mvidi Mukulu.",
32,"Bualu Yowanane-Batiste mmufike kunudi, bua kunuleja njila mululame. Kadi kanuena bamuitabe to. Balambuishi ba bitadi, ne bakaji bena buendenda, bakamuitaba. Kadi nansha nuenu bamone bobu benza nanku, kanuena banyingalala nansha kakese, bua numone mua kumuitaba.",
33,— Telejayi lusumuinu lukuabu. Kuvua muntu ne budimi buende. mMukunemu mionji ya nwinyo. Kunyungululaye budimi abu ne lupangu. Kumbulaye kabidi tshiina bua kuasamu tshikaminu tshia maluvu. Kuasaye kazubu katumbuke ka batentekedi.,
34,"Tshikondu tshia kupola tumuma tshikumbana, kutumaye bena mudimu bende kudi bavuaye mushile budimu abu, bua kupeta tuende tumuma.",
35,"Kadi bantu abu kukuata bena mudimu bende abu, kukuma umue, kushipa mukuabu, muisatu kumuasabu mabue.",
36,"Ke muena budimi kutuma tshiakabidi bena mudimu bakuabu ba bungi bapite ba kumpala. Kadi bavua ne budimi, kubenzela anu mushindu umue.",
37,"Ku ndekelu kubatuminaye muanende, wela meji ne: “Nebanemeke muananyi.”",
38,"Kadi bavua ne budimi bamona muana, kuambilanganabu ne: “Ke washala muena budimi wawa. Tuyayi, mmushipe! Nanku netushale ne budimi buende kashidi!”",
39,"Kumukuatabu, kuyabu kumushipela ku mpenga kua budimi.",
40,"Yezu kubakonka ne: Pafika muena budimi, neenze tshinyi ne bavuaye mushile budimi aba?",
41,"Kumuandamunabu ne: Kakumvuila bantu babi aba luse to. Neabashipe bonsu. Neashile bantu bakuabu budimi buende, bua bamupeshe pa diba tshiende tshitupa tshia bimuma bidibu banowa.",
42,"Ke Yezu kubambila ne:  Kanuena banji kubala mukanda wa Mvidi Mukulu anyi? Mbafundemu ne: “Dibue divua bibaki bimansha, ndishale dibue didi dishindika nzubu. Ke mudi Maweja-Nangila muenze nanku. Bualu bua dikema butuvua bamone!",
43,"— Ke Yezu kuamba kabidi ne: ke pandi nnujadikila ne: nebanunyenge Bukalenga bua Mvidi Mukulu, bua kubupesha tshisamba tshidi mua kukuama bimuma bilenga. [",
44,"Muntu wadishinda pa dibue edi, neatshibukilepu. Kadi pikala dibue diponena muntu, nedimuvingutule. ]",
45,Bamfumu ba batuangaji ne Baparushe kumvua nsumuinu ya Yezu. Kujingululabu ne: udi utuamba tuetu.,
46,"Nenku kukebabu muvuabu mua kumukuata. Kadi bavua batshina bantu, bualu bantu bavua bitabe ne: Yezu mmuambi.",
1,"Yezu uvua ulongesha tshiakabidi bantu mu nsumuinu, ubambila ne:",
